policy,seed,logdet_cov,alpha_rmse,holdout_torque_rmse,sigma_eff,ee_error_mean,ee_error_max,tracking_rmse,fault,max_abs_qd,peak_abs_tau,sum_sq_qdd_ref
no_exploration,20,-101.09306644381596,0.10344062940599462,0.9646146887216042,0.18295790055127087,0.015197683266599548,0.017946995767330186,0.02300237975631269,False,0.19446958542092843,49.321672379594006,0.0
smooth_random_nullspace,20,-80.09170858856663,0.09121351393061942,0.5008668838979892,1.0023367567818577,0.015140727434842622,0.01862137129468044,0.022839939885967407,False,0.21309264273607934,57.827459112220254,5474.9922034210085
fourier_nullspace,20,-131.33284527378362,0.06262575804033887,0.33287102145195635,0.26544331673414023,0.013977233864684064,0.018515156714555295,0.021612354407037706,False,0.4512482149652278,53.274674406319384,8164.679111615647
free_reference,21,-119.06089384362265,0.050220887417225246,0.3090039667187581,0.45000608416047083,nan,nan,0.037100925660966,False,1.1807087909882596,96.31005147924172,5534.715352746941
no_exploration,21,-89.5525554389653,0.10192011611912759,0.9552963792315465,0.1203874868391828,0.016221952344664947,0.0195113521757897,0.02885098240618915,False,0.1730502639435043,49.436934273559515,0.0
smooth_random_nullspace,21,-73.56325608009843,0.0817403812985004,0.3831391962494958,1.2215596595039002,0.01611631013461836,0.02000855188976656,0.02851572538218393,False,0.1997926418563717,58.23897082592651,4527.453807578746
fourier_nullspace,21,-127.81140961493699,0.02682912590251803,0.188412214584186,0.2944875058346416,0.018186912252143247,0.022878397176811734,0.031278115934194405,False,0.6261103849823519,59.9725155725135,11714.46268731214
free_reference,22,-122.19034836573991,0.05135861769616594,0.26412423333888885,0.40240934301581893,nan,nan,0.015532382192993771,False,1.3012463347661924,65.62112855884843,9420.533111111923
no_exploration,22,-74.02587352517587,0.06326767481750897,1.810205120454496,0.036364015677149614,0.006241350595540571,0.007099954033740439,0.007398184311521839,False,0.09367666908459411,52.284032895545224,0.0
smooth_random_nullspace,22,-87.27358590803559,0.08366296888756748,1.4492478047881239,0.15976821606883634,0.0063979344620399,0.007617413589927071,0.0073090695537678,False,0.1300886402476466,59.534924458186765,5440.857522754926
fourier_nullspace,22,-127.23426294010528,0.022449763458085626,0.11451477577075124,0.3160882645331154,0.00696059373322948,0.008802036713805592,0.009107237752229186,False,0.641687461322741,62.91431600978571,14690.893221434695
free_reference,23,-125.81918012225358,0.18551583559719872,2.3802776175762483,0.2329595920610496,nan,nan,0.014145710394425125,False,1.7822316588113403,56.969251151092095,5246.366863070292
