config,policy,seed,logdet_cov,trace_cov,alpha_rmse,holdout_torque_rmse,validation_torque_rmse,fault,tracking_rmse,saturation_fraction,max_abs_q,max_abs_qd,peak_abs_tau,sigma_eff
horizontal,hold_sequence,22,-71.36623289100568,0.005262288239574906,0.16840672520564717,0.34041482145831037,0.11041780827325219,False,0.001063650667292866,0.0,0.332275608287153,0.3859324669840265,10.861136191056307,0.08414530886385965
horizontal,smooth_random,22,-81.12675004566817,0.0004213580983632946,0.02812038905560886,0.057346727427338054,0.07800635521349832,False,0.003908408819863445,0.0,1.064542021179836,0.9987589077560777,14.464730832986852,0.08298098144069269
horizontal,fourier_envelope,22,-84.33900403939508,0.00012807923930958107,0.0016555837534328367,0.0031249483088675077,0.07963756080768612,False,0.004204402561905798,0.0,2.2984095987856064,1.6148520423028965,5.446652949902086,0.0755422733389093
horizontal,segment_fim_greedy,22,-83.19013982063643,0.00033682501299253675,0.03525228868384565,0.06600260410153824,0.07784646393133791,False,0.003953788498884882,0.0,0.6109824229681594,1.0247228598528275,10.894001188925024,0.08694799778729337
horizontal,segment_active_ig,22,-87.75537781635165,0.0001964128417179849,0.022750898624866837,0.047555163799769366,0.07806607470878157,False,0.004065032964933524,0.0,1.931445184663424,0.987828113170699,9.503587294582985,0.06846805986517066
horizontal,hold_sequence,23,-71.41332767475726,0.005043402157129514,0.17814237466830837,0.36483310102027416,0.11498329155067769,False,0.0005630486247122695,0.0,0.35177679847170484,0.37523334710485623,9.648979481930136,0.07680746037374742
horizontal,smooth_random,23,-79.78576482449922,0.0006753758568054543,0.03566490748704004,0.07650166837142246,0.07784648892395342,False,0.0011211899708860537,0.0,0.6106927339218219,0.7191099838384946,8.880149453359083,0.08058334959909932
horizontal,fourier_envelope,23,-84.89268397577833,0.00010821599751538207,0.0027081746500132466,0.004459674595831093,0.07890441866545521,False,0.0018502167566901103,0.0,3.107851918777765,1.4975189007049203,6.568732184081069,0.07191625003462505
horizontal,segment_fim_greedy,23,-83.14862100139072,0.00033986922587860046,0.061499278355087096,0.09912167834540185,0.07789688357572937,False,0.0015785467863297527,0.0,1.7296416161870747,0.8453762457893312,10.850581498985468,0.08204651928657304
horizontal,segment_active_ig,23,-83.95266257632288,0.0003047585542539984,0.031020342570814728,0.05874440250717602,0.07699270893934217,False,0.0017277116152298237,0.0,1.774617254183424,1.0025436210763499,10.326795358416556,0.07939778050625064
horizontal,hold_sequence,24,-73.2730422383783,0.004325810457535193,0.20490988508586871,0.4037276432322021,0.11979213683850859,False,0.0014168273584776114,0.0,0.3493381349408698,0.40807429334684664,10.557360497375743,0.07854203455199621
horizontal,smooth_random,24,-81.50113620854268,0.00047149531918190177,0.03642544928361312,0.07257606734117268,0.07770864962785279,False,0.0036888760746612236,0.0,0.9384435828257925,0.7570357628663857,10.41386091521639,0.07610423615785882
horizontal,fourier_envelope,24,-87.25214115737768,6.0402776169087304e-05,0.0016243315502829918,0.010156068201826018,0.07946887140786904,False,0.006177200915277573,0.0,2.365044171182879,1.8600743070391812,4.2988453024788145,0.06059709149506159
horizontal,segment_fim_greedy,24,-84.4982265152505,0.00030214640171319514,0.056198970057831914,0.09620596682180901,0.07794689857918044,False,0.004708220629496771,0.0,1.3009492648567824,1.05485502475341,10.994385447299715,0.0803083665282352
horizontal,segment_active_ig,24,-85.59710450111514,0.00026446387321643866,0.046077851524423216,0.07886056573195041,0.07782763476032507,False,0.004668554523934676,0.0,1.3801947880673313,0.9200809596097427,10.538687250095382,0.07248384681079206
horizontal,hold_sequence,25,-71.01591633368596,0.005643259395858465,0.19644056699024864,0.4005604980295102,0.12568255721585953,False,0.0014664301683123685,0.0,0.48995541962148287,0.4030054120597621,8.846799309203616,0.08113646364807783
horizontal,smooth_random,25,-79.82531616650853,0.0006177180753996785,0.030957505662391943,0.06252318723585708,0.08232579170432734,False,0.003688847567774868,0.0,1.4907883687041266,0.692966708168664,9.941243840677155,0.07973844247022019
horizontal,fourier_envelope,25,-89.93105018175491,4.757538105250425e-05,0.0019426411092706634,0.0029009488420140583,0.08376305931199865,False,0.004704508727630317,0.0,3.1445426597255284,2.0084881691932517,8.43145320765368,0.058654016878559916
horizontal,segment_fim_greedy,25,-84.51812081198403,0.00029028154483626365,0.04838022155645596,0.0860946538126234,0.08250755556325962,False,0.004936294908827515,0.0,1.4438277648796485,0.9406684688304603,11.115129975726573,0.08047381798925232
