cal,calibration_alpha_rmse,failure,fault,feasibility_risk_ext,feasibility_risk_ext_est,feasibility_risk_tau_only,hold_ee_error,horizon,rho_tau,rho_vel,seed,target,torque
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,28,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,29,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,30,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,31,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,32,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,33,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,34,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,35,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,36,far,loose
cal0,0.0,True,True,4.513848175925602,4.513848175925602,0.6583376765130196,inf,short,0.6583376765130196,4.513848175925602,37,far,loose
